date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:22:55	62730/62730	---M-Z	200	added ('OK')	text/html	etag:%22f50a-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/chart-morris.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/chart-morris.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:22:56	66983/66983	---M-Z	200	added ('OK')	text/html	etag:%22105a7-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/chart-chartjs.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/chart-chartjs.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:22:56	72366/72366	---M-Z	200	added ('OK')	text/html	etag:%2211aae-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/chart-chartist.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/chart-chartist.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:22:57	63996/63996	---M-Z	200	added ('OK')	text/html	etag:%22f9fc-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/chart-sparkline.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/chart-sparkline.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:22:57	72398/72398	---M-Z	200	added ('OK')	text/html	etag:%2211ace-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/chart-peity.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/chart-peity.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:22:58	96383/96383	---M-Z	200	added ('OK')	text/html	etag:%221787f-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-accordion.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-accordion.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:22:59	140892/140892	---M-Z	200	added ('OK')	text/html	etag:%222265c-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-alert.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-alert.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:22:59	76567/76567	---M-Z	200	added ('OK')	text/html	etag:%2212b17-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-badge.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-badge.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:00	88896/88896	---M-Z	200	added ('OK')	text/html	etag:%2215b40-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-button.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-button.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:05	79083/79083	---M-Z	200	added ('OK')	text/html	etag:%22134eb-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-modal.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-modal.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:07	68714/68714	---M-Z	200	added ('OK')	text/html	etag:%2210c6a-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-button-group.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-button-group.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:10	77034/77034	---M-Z	200	added ('OK')	text/html	etag:%2212cea-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-list-group.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-list-group.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:11	72153/72153	---M-Z	200	added ('OK')	text/html	etag:%22119d9-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-media-object.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-media-object.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:12	72762/72762	---M-Z	200	added ('OK')	text/html	etag:%2211c3a-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-card.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-card.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:13	71031/71031	---M-Z	200	added ('OK')	text/html	etag:%2211577-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-carousel.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-carousel.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:14	97581/97581	---M-Z	200	added ('OK')	text/html	etag:%2217d2d-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-dropdown.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-dropdown.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:15	62172/62172	---M-Z	200	added ('OK')	text/html	etag:%22f2dc-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-popover.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-popover.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:16	80838/80838	---M-Z	200	added ('OK')	text/html	etag:%2213bc6-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-progressbar.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-progressbar.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:16	89428/89428	---M-Z	200	added ('OK')	text/html	etag:%2215d54-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-tab.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-tab.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:17	73561/73561	---M-Z	200	added ('OK')	text/html	etag:%2211f59-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-typography.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-typography.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:17	78428/78428	---M-Z	200	added ('OK')	text/html	etag:%221325c-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-pagination.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-pagination.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:18	67650/67650	---M-Z	200	added ('OK')	text/html	etag:%2210842-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/ui-grid.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/ui-grid.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:19	98522/98522	---M-Z	200	added ('OK')	text/html	etag:%22180da-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/uc-select2.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/uc-select2.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:19	66702/66702	---M-Z	200	added ('OK')	text/html	etag:%221048e-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/uc-nestable.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/uc-nestable.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:20	89317/89317	---M-Z	200	added ('OK')	text/html	etag:%2215ce5-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/uc-noui-slider.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/uc-noui-slider.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:21	67083/67083	---M-Z	200	added ('OK')	text/html	etag:%221060b-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/uc-sweetalert.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/uc-sweetalert.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:22	61097/61097	---M-Z	200	added ('OK')	text/html	etag:%22eea9-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/uc-toastr.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/uc-toastr.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:22	60137/60137	---M-Z	200	added ('OK')	text/html	etag:%22eae9-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/map-jqvmap.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/map-jqvmap.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:24	61171/61171	---M-Z	200	added ('OK')	text/html	etag:%22eef3-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/uc-lightgallery.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/uc-lightgallery.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:25	170701/170701	---M-Z	200	added ('OK')	text/html	etag:%2229acd-611bcb0343800-gzip%22	https://uena.dexignzone.com/django/xhtml/widget-basic.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/widget-basic.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:27	159210/159210	---M-Z	200	added ('OK')	text/html	etag:%2226dea-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/flat-icons.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/flat-icons.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:27	107295/107295	---M-Z	200	added ('OK')	text/html	etag:%221a31f-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/svg-icons.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/svg-icons.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:27	66048/66048	---M-Z	200	added ('OK')	text/html	etag:%2210200-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/content.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/content.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:28	78465/78465	---M-Z	200	added ('OK')	text/html	etag:%2213281-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/menu.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/menu.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:29	66010/66010	---M-Z	200	added ('OK')	text/html	etag:%22101da-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/email-template.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/email-template.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:29	66242/66242	---M-Z	200	added ('OK')	text/html	etag:%22102c2-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/blog.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/blog.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:30	116449/116449	---M-Z	200	added ('OK')	text/html	etag:%221c6e1-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/form-element.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/form-element.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:31	69670/69670	---M-Z	200	added ('OK')	text/html	etag:%2211026-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/form-wizard.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/form-wizard.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:32	59350/59350	---M-Z	200	added ('OK')	text/html	etag:%22e7d6-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/form-editor-ckeditor.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/form-editor-ckeditor.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:33	59564/59564	---M-Z	200	added ('OK')	text/html	etag:%22e8ac-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/form-editor-summernote.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/form-editor-summernote.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:33	70046/70046	---M-Z	200	added ('OK')	text/html	etag:%221119e-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/form-pickers.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/form-pickers.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:34	75129/75129	---M-Z	200	added ('OK')	text/html	etag:%2212579-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/form-validation-jquery.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/form-validation-jquery.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:34	121754/121754	---M-Z	200	added ('OK')	text/html	etag:%221db9a-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/table-bootstrap-basic.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/table-bootstrap-basic.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:35	217432/217432	---M-Z	200	added ('OK')	text/html	etag:%2235158-611bcb015b380-gzip%22	https://uena.dexignzone.com/django/xhtml/table-datatable-basic.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/table-datatable-basic.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:35	7691/7691	---M-Z	200	added ('OK')	text/html	etag:%221e0b-604dd032f9f00-gzip%22	https://uena.dexignzone.com/django/xhtml/page-login.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/page-login.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:36	7181/7181	---M-Z	200	added ('OK')	text/html	etag:%221c0d-604dd032f9f00-gzip%22	https://uena.dexignzone.com/django/xhtml/page-register.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/page-register.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:36	3399/3399	---M-Z	200	added ('OK')	text/html	etag:%22d47-604dd032f9f00-gzip%22	https://uena.dexignzone.com/django/xhtml/page-error-400.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/page-error-400.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
09:23:37	3416/3416	---M-Z	200	added ('OK')	text/html	etag:%22d58-604dd032f9f00-gzip%22	https://uena.dexignzone.com/django/xhtml/page-error-403.html	D:/COMSATS/6th%20Semester/WEB/my_web/admin_panel/uena.dexignzone.com/django/xhtml/page-error-403.html	(from https://uena.dexignzone.com/django/xhtml/index-2.html)
